split,threshold,precision,recall
val_cc,0.999899,1.000000,0.373482
val_cc,0.999899,1.000000,0.373893
val_cc,0.999899,1.000000,0.374099
val_cc,0.999898,1.000000,0.374717
val_cc,0.999898,1.000000,0.374923
val_cc,0.999898,1.000000,0.375335
val_cc,0.999897,1.000000,0.375540
val_cc,0.999897,1.000000,0.375746
val_cc,0.999897,1.000000,0.376364
val_cc,0.999897,1.000000,0.376570
val_cc,0.999897,1.000000,0.377393
val_cc,0.999896,1.000000,0.377599
val_cc,0.999896,1.000000,0.377805
val_cc,0.999896,1.000000,0.378011
val_cc,0.999896,1.000000,0.378217
val_cc,0.999896,1.000000,0.378629
val_cc,0.999895,1.000000,0.378835
val_cc,0.999895,1.000000,0.379041
val_cc,0.999895,1.000000,0.379246
val_cc,0.999895,1.000000,0.379452
val_cc,0.999895,1.000000,0.379864
val_cc,0.999894,1.000000,0.380070
val_cc,0.999894,1.000000,0.380276
val_cc,0.999894,1.000000,0.380482
val_cc,0.999893,1.000000,0.380894
val_cc,0.999893,1.000000,0.381099
val_cc,0.999893,1.000000,0.381717
val_cc,0.999893,1.000000,0.381923
val_cc,0.999893,1.000000,0.382129
val_cc,0.999892,1.000000,0.382335
val_cc,0.999892,1.000000,0.382541
val_cc,0.999892,1.000000,0.382747
val_cc,0.999892,1.000000,0.382952
val_cc,0.999892,1.000000,0.383158
val_cc,0.999892,1.000000,0.383364
val_cc,0.999891,1.000000,0.383982
val_cc,0.999891,1.000000,0.384188
val_cc,0.999891,1.000000,0.384394
val_cc,0.999890,1.000000,0.384600
val_cc,0.999890,1.000000,0.384805
val_cc,0.999890,1.000000,0.385011
val_cc,0.999890,1.000000,0.385423
val_cc,0.999890,1.000000,0.385629
val_cc,0.999889,1.000000,0.385835
val_cc,0.999889,1.000000,0.386041
val_cc,0.999889,1.000000,0.386247
val_cc,0.999889,1.000000,0.386658
val_cc,0.999889,1.000000,0.386864
